zipcode18,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
07451,31050,Ridgewood,NJ,292,Ridgewood,NJ
07452,31050,Ridgewood,NJ,292,Ridgewood,NJ
07456,31046,Pompton Plains,NJ,291,Paterson,NJ
07457,31046,Pompton Plains,NJ,291,Paterson,NJ
07458,31050,Ridgewood,NJ,292,Ridgewood,NJ
07460,31060,Sussex,NJ,285,Morristown,NJ
07461,31060,Sussex,NJ,285,Morristown,NJ
07462,31060,Sussex,NJ,285,Morristown,NJ
07463,31050,Ridgewood,NJ,292,Ridgewood,NJ
07465,31046,Pompton Plains,NJ,291,Paterson,NJ
07470,31066,Wayne,NJ,291,Paterson,NJ
07474,31066,Wayne,NJ,291,Paterson,NJ
07480,31046,Pompton Plains,NJ,291,Paterson,NJ
07481,31050,Ridgewood,NJ,292,Ridgewood,NJ
07495,31050,Ridgewood,NJ,292,Ridgewood,NJ
07501,31041,Paterson,NJ,291,Paterson,NJ
07502,31066,Wayne,NJ,291,Paterson,NJ
07503,31041,Paterson,NJ,291,Paterson,NJ
07504,31041,Paterson,NJ,291,Paterson,NJ
07505,31041,Paterson,NJ,291,Paterson,NJ
07506,31050,Ridgewood,NJ,292,Ridgewood,NJ
07507,31050,Ridgewood,NJ,292,Ridgewood,NJ
07508,31066,Wayne,NJ,291,Paterson,NJ
07509,31041,Paterson,NJ,291,Paterson,NJ
07510,31041,Paterson,NJ,291,Paterson,NJ
07511,31066,Wayne,NJ,291,Paterson,NJ
07512,31066,Wayne,NJ,291,Paterson,NJ
07513,31041,Paterson,NJ,291,Paterson,NJ
07514,31041,Paterson,NJ,291,Paterson,NJ
07522,31041,Paterson,NJ,291,Paterson,NJ
07524,31041,Paterson,NJ,291,Paterson,NJ
07533,31041,Paterson,NJ,291,Paterson,NJ
07538,31066,Wayne,NJ,291,Paterson,NJ
07543,31041,Paterson,NJ,291,Paterson,NJ
07544,31041,Paterson,NJ,291,Paterson,NJ
07601,31016,Hackensack,NJ,284,Hackensack,NJ
07602,31016,Hackensack,NJ,284,Hackensack,NJ
07603,31061,Teaneck,NJ,284,Hackensack,NJ
07604,31016,Hackensack,NJ,284,Hackensack,NJ
07605,31013,Englewood,NJ,284,Hackensack,NJ
07606,31016,Hackensack,NJ,284,Hackensack,NJ
07607,31016,Hackensack,NJ,284,Hackensack,NJ
07608,31016,Hackensack,NJ,284,Hackensack,NJ
07620,31013,Englewood,NJ,284,Hackensack,NJ
07621,31061,Teaneck,NJ,284,Hackensack,NJ
07624,31067,Westwood,NJ,284,Hackensack,NJ
07626,31013,Englewood,NJ,284,Hackensack,NJ
07627,31013,Englewood,NJ,284,Hackensack,NJ
07628,31013,Englewood,NJ,284,Hackensack,NJ
07630,31067,Westwood,NJ,284,Hackensack,NJ
07631,31013,Englewood,NJ,284,Hackensack,NJ
07632,31013,Englewood,NJ,284,Hackensack,NJ
07640,31067,Westwood,NJ,284,Hackensack,NJ
07641,31013,Englewood,NJ,284,Hackensack,NJ
07642,31067,Westwood,NJ,284,Hackensack,NJ
07643,31016,Hackensack,NJ,284,Hackensack,NJ
07644,31016,Hackensack,NJ,284,Hackensack,NJ
07645,31067,Westwood,NJ,284,Hackensack,NJ
07646,31061,Teaneck,NJ,284,Hackensack,NJ
07647,31067,Westwood,NJ,284,Hackensack,NJ
07648,31067,Westwood,NJ,284,Hackensack,NJ
07649,31067,Westwood,NJ,284,Hackensack,NJ
07650,31013,Englewood,NJ,284,Hackensack,NJ
07652,31039,Paramus,NJ,284,Hackensack,NJ
07653,31039,Paramus,NJ,284,Hackensack,NJ
07656,31067,Westwood,NJ,284,Hackensack,NJ
07657,31061,Teaneck,NJ,284,Hackensack,NJ
07660,31061,Teaneck,NJ,284,Hackensack,NJ
07661,31016,Hackensack,NJ,284,Hackensack,NJ
07662,31016,Hackensack,NJ,284,Hackensack,NJ
07663,31016,Hackensack,NJ,284,Hackensack,NJ
07666,31061,Teaneck,NJ,284,Hackensack,NJ
07670,31013,Englewood,NJ,284,Hackensack,NJ
07675,31067,Westwood,NJ,284,Hackensack,NJ
07676,31067,Westwood,NJ,284,Hackensack,NJ
07677,31067,Westwood,NJ,284,Hackensack,NJ
07699,31016,Hackensack,NJ,284,Hackensack,NJ
07701,31049,Red Bank,NJ,283,Camden,NJ
07702,31049,Red Bank,NJ,283,Camden,NJ
07703,31049,Red Bank,NJ,283,Camden,NJ
07704,31049,Red Bank,NJ,283,Camden,NJ
07710,31015,Freehold,NJ,283,Camden,NJ
07711,31027,Long Branch,NJ,283,Camden,NJ
07712,31033,Neptune,NJ,283,Camden,NJ
07715,31033,Neptune,NJ,283,Camden,NJ
07716,31049,Red Bank,NJ,283,Camden,NJ
07717,31033,Neptune,NJ,283,Camden,NJ
07718,31049,Red Bank,NJ,283,Camden,NJ
07719,31033,Neptune,NJ,283,Camden,NJ
07720,31033,Neptune,NJ,283,Camden,NJ
07721,31021,Holmdel,NJ,283,Camden,NJ
07722,31049,Red Bank,NJ,283,Camden,NJ
07723,31027,Long Branch,NJ,283,Camden,NJ
07724,31027,Long Branch,NJ,283,Camden,NJ
07726,31015,Freehold,NJ,283,Camden,NJ
07727,31033,Neptune,NJ,283,Camden,NJ
07728,31015,Freehold,NJ,283,Camden,NJ
07730,31021,Holmdel,NJ,283,Camden,NJ
07731,31025,Lakewood,NJ,283,Camden,NJ
07732,31049,Red Bank,NJ,283,Camden,NJ
07733,31021,Holmdel,NJ,283,Camden,NJ
07734,31021,Holmdel,NJ,283,Camden,NJ
07735,31021,Holmdel,NJ,283,Camden,NJ
07737,31049,Red Bank,NJ,283,Camden,NJ
07738,31049,Red Bank,NJ,283,Camden,NJ
07739,31049,Red Bank,NJ,283,Camden,NJ
07740,31027,Long Branch,NJ,283,Camden,NJ
07746,31015,Freehold,NJ,283,Camden,NJ
07747,31021,Holmdel,NJ,283,Camden,NJ
07748,31049,Red Bank,NJ,283,Camden,NJ
07750,31027,Long Branch,NJ,283,Camden,NJ
07751,31021,Holmdel,NJ,283,Camden,NJ
07752,31049,Red Bank,NJ,283,Camden,NJ
07753,31033,Neptune,NJ,283,Camden,NJ
07754,31033,Neptune,NJ,283,Camden,NJ
07755,31027,Long Branch,NJ,283,Camden,NJ
07756,31033,Neptune,NJ,283,Camden,NJ
07757,31027,Long Branch,NJ,283,Camden,NJ
07758,31049,Red Bank,NJ,283,Camden,NJ
07760,31049,Red Bank,NJ,283,Camden,NJ
07762,31033,Neptune,NJ,283,Camden,NJ
07763,31015,Freehold,NJ,283,Camden,NJ
07764,31027,Long Branch,NJ,283,Camden,NJ
07765,31021,Holmdel,NJ,283,Camden,NJ
07799,31027,Long Branch,NJ,283,Camden,NJ
07801,31008,Dover,NJ,285,Morristown,NJ
07802,31008,Dover,NJ,285,Morristown,NJ
07803,31008,Dover,NJ,285,Morristown,NJ
07806,31008,Dover,NJ,285,Morristown,NJ
07820,31017,Hackettstown,NJ,285,Morristown,NJ
07821,31036,Newton,NJ,285,Morristown,NJ
07822,31060,Sussex,NJ,285,Morristown,NJ
07823,31043,Phillipsburg,NJ,346,Allentown,PA
07825,31036,Newton,NJ,285,Morristown,NJ
07826,31036,Newton,NJ,285,Morristown,NJ
07827,33102,Port Jervis,NY,285,Morristown,NJ
07828,31008,Dover,NJ,285,Morristown,NJ
07829,31043,Phillipsburg,NJ,346,Allentown,PA
07830,31014,Flemington,NJ,356,Philadelphia,PA
07831,31014,Flemington,NJ,356,Philadelphia,PA
07832,31036,Newton,NJ,285,Morristown,NJ
07833,31036,Newton,NJ,285,Morristown,NJ
07834,31007,Denville,NJ,285,Morristown,NJ
07836,31008,Dover,NJ,285,Morristown,NJ
07837,31036,Newton,NJ,285,Morristown,NJ
07838,31036,Newton,NJ,285,Morristown,NJ
07839,31036,Newton,NJ,285,Morristown,NJ
07840,31017,Hackettstown,NJ,285,Morristown,NJ
07842,31007,Denville,NJ,285,Morristown,NJ
07843,31008,Dover,NJ,285,Morristown,NJ
07844,31036,Newton,NJ,285,Morristown,NJ
07845,31008,Dover,NJ,285,Morristown,NJ
07846,31036,Newton,NJ,285,Morristown,NJ
07847,31008,Dover,NJ,285,Morristown,NJ
07848,31036,Newton,NJ,285,Morristown,NJ
07849,31008,Dover,NJ,285,Morristown,NJ
07850,31008,Dover,NJ,285,Morristown,NJ
07851,31036,Newton,NJ,285,Morristown,NJ
07852,31008,Dover,NJ,285,Morristown,NJ
07853,31017,Hackettstown,NJ,285,Morristown,NJ
07855,31036,Newton,NJ,285,Morristown,NJ
07856,31008,Dover,NJ,285,Morristown,NJ
07857,31008,Dover,NJ,285,Morristown,NJ
07860,31036,Newton,NJ,285,Morristown,NJ
07863,31043,Phillipsburg,NJ,346,Allentown,PA
07865,31017,Hackettstown,NJ,285,Morristown,NJ
07866,31007,Denville,NJ,285,Morristown,NJ
07869,31008,Dover,NJ,285,Morristown,NJ
07870,31017,Hackettstown,NJ,285,Morristown,NJ
07871,31036,Newton,NJ,285,Morristown,NJ
07874,31008,Dover,NJ,285,Morristown,NJ
07875,31036,Newton,NJ,285,Morristown,NJ
07876,31008,Dover,NJ,285,Morristown,NJ
07877,31036,Newton,NJ,285,Morristown,NJ
07878,31007,Denville,NJ,285,Morristown,NJ
07879,31036,Newton,NJ,285,Morristown,NJ
07880,31017,Hackettstown,NJ,285,Morristown,NJ
07881,31036,Newton,NJ,285,Morristown,NJ
07882,31043,Phillipsburg,NJ,346,Allentown,PA
07885,31008,Dover,NJ,285,Morristown,NJ
07890,31036,Newton,NJ,285,Morristown,NJ
07901,31059,Summit,NJ,285,Morristown,NJ
07902,31059,Summit,NJ,285,Morristown,NJ
07920,31031,Morristown,NJ,285,Morristown,NJ
07921,31031,Morristown,NJ,285,Morristown,NJ
07922,31059,Summit,NJ,285,Morristown,NJ
07924,31031,Morristown,NJ,285,Morristown,NJ
07926,31031,Morristown,NJ,285,Morristown,NJ
07927,31031,Morristown,NJ,285,Morristown,NJ
07928,31059,Summit,NJ,285,Morristown,NJ
07930,31031,Morristown,NJ,285,Morristown,NJ
07931,31031,Morristown,NJ,285,Morristown,NJ
07932,31031,Morristown,NJ,285,Morristown,NJ
07933,31059,Summit,NJ,285,Morristown,NJ
07934,31031,Morristown,NJ,285,Morristown,NJ
07935,31031,Morristown,NJ,285,Morristown,NJ
07936,31031,Morristown,NJ,285,Morristown,NJ
07938,31031,Morristown,NJ,285,Morristown,NJ
07939,31031,Morristown,NJ,285,Morristown,NJ
07940,31031,Morristown,NJ,285,Morristown,NJ
07945,31031,Morristown,NJ,285,Morristown,NJ
07946,31031,Morristown,NJ,285,Morristown,NJ
07950,31031,Morristown,NJ,285,Morristown,NJ
07960,31031,Morristown,NJ,285,Morristown,NJ
07961,31031,Morristown,NJ,285,Morristown,NJ
07962,31031,Morristown,NJ,285,Morristown,NJ
07963,31031,Morristown,NJ,285,Morristown,NJ
07970,31031,Morristown,NJ,285,Morristown,NJ
07974,31059,Summit,NJ,285,Morristown,NJ
07976,31031,Morristown,NJ,285,Morristown,NJ
07977,31031,Morristown,NJ,285,Morristown,NJ
07978,31031,Morristown,NJ,285,Morristown,NJ
07979,31014,Flemington,NJ,356,Philadelphia,PA
07980,31031,Morristown,NJ,285,Morristown,NJ
07981,31031,Morristown,NJ,285,Morristown,NJ
07999,31031,Morristown,NJ,285,Morristown,NJ
08001,31004,Bridgeton,NJ,283,Camden,NJ
08002,31005,Camden,NJ,283,Camden,NJ
08003,31005,Camden,NJ,283,Camden,NJ
08004,31005,Camden,NJ,283,Camden,NJ
08005,31028,Manahawkin,NJ,283,Camden,NJ
08006,31028,Manahawkin,NJ,283,Camden,NJ
08007,31005,Camden,NJ,283,Camden,NJ
08008,31028,Manahawkin,NJ,283,Camden,NJ
08009,31005,Camden,NJ,283,Camden,NJ
08010,31068,Willingboro,NJ,283,Camden,NJ
08011,31032,Mount Holly,NJ,283,Camden,NJ
08012,31058,Stratford,NJ,283,Camden,NJ
08014,31069,Woodbury,NJ,356,Philadelphia,PA
08015,31032,Mount Holly,NJ,283,Camden,NJ
08016,31068,Willingboro,NJ,283,Camden,NJ
08018,31005,Camden,NJ,283,Camden,NJ
08019,31032,Mount Holly,NJ,283,Camden,NJ
08020,31069,Woodbury,NJ,356,Philadelphia,PA
08021,31058,Stratford,NJ,283,Camden,NJ
08022,31032,Mount Holly,NJ,283,Camden,NJ
08023,31053,Salem,NJ,112,Wilmington,DE
08025,31069,Woodbury,NJ,356,Philadelphia,PA
08026,31005,Camden,NJ,283,Camden,NJ
08027,31069,Woodbury,NJ,356,Philadelphia,PA
08028,31058,Stratford,NJ,283,Camden,NJ
08029,31005,Camden,NJ,283,Camden,NJ
08030,31005,Camden,NJ,283,Camden,NJ
08031,31005,Camden,NJ,283,Camden,NJ
08032,31058,Stratford,NJ,283,Camden,NJ
08033,31005,Camden,NJ,283,Camden,NJ
08034,31005,Camden,NJ,283,Camden,NJ
08035,31005,Camden,NJ,283,Camden,NJ
08036,31032,Mount Holly,NJ,283,Camden,NJ
08037,31019,Hammonton,NJ,283,Camden,NJ
08038,31053,Salem,NJ,112,Wilmington,DE
08039,31069,Woodbury,NJ,356,Philadelphia,PA
08041,31032,Mount Holly,NJ,283,Camden,NJ
08042,31032,Mount Holly,NJ,283,Camden,NJ
08043,31005,Camden,NJ,283,Camden,NJ
08045,31005,Camden,NJ,283,Camden,NJ
08046,31068,Willingboro,NJ,283,Camden,NJ
08048,31032,Mount Holly,NJ,283,Camden,NJ
08049,31005,Camden,NJ,283,Camden,NJ
08050,31028,Manahawkin,NJ,283,Camden,NJ
08051,31069,Woodbury,NJ,356,Philadelphia,PA
08052,31005,Camden,NJ,283,Camden,NJ
08053,31005,Camden,NJ,283,Camden,NJ
08054,31005,Camden,NJ,283,Camden,NJ
08055,31032,Mount Holly,NJ,283,Camden,NJ
08056,31069,Woodbury,NJ,356,Philadelphia,PA
08057,31032,Mount Holly,NJ,283,Camden,NJ
08059,31005,Camden,NJ,283,Camden,NJ
08060,31032,Mount Holly,NJ,283,Camden,NJ
08061,31069,Woodbury,NJ,356,Philadelphia,PA
08062,31069,Woodbury,NJ,356,Philadelphia,PA
08063,31069,Woodbury,NJ,356,Philadelphia,PA
08064,31032,Mount Holly,NJ,283,Camden,NJ
08065,31051,Riverside,NJ,283,Camden,NJ
08066,31069,Woodbury,NJ,356,Philadelphia,PA
08067,31053,Salem,NJ,112,Wilmington,DE
08068,31032,Mount Holly,NJ,283,Camden,NJ
08069,31053,Salem,NJ,112,Wilmington,DE
08070,31053,Salem,NJ,112,Wilmington,DE
08071,31069,Woodbury,NJ,356,Philadelphia,PA
08072,31053,Salem,NJ,112,Wilmington,DE
08073,31068,Willingboro,NJ,283,Camden,NJ
08074,31069,Woodbury,NJ,356,Philadelphia,PA
08075,31051,Riverside,NJ,283,Camden,NJ
08076,31051,Riverside,NJ,283,Camden,NJ
08077,31051,Riverside,NJ,283,Camden,NJ
08078,31005,Camden,NJ,283,Camden,NJ
08079,31053,Salem,NJ,112,Wilmington,DE
08080,31058,Stratford,NJ,283,Camden,NJ
08081,31005,Camden,NJ,283,Camden,NJ
08083,31005,Camden,NJ,283,Camden,NJ
08084,31058,Stratford,NJ,283,Camden,NJ
08085,31069,Woodbury,NJ,356,Philadelphia,PA
08086,31069,Woodbury,NJ,356,Philadelphia,PA
08087,31028,Manahawkin,NJ,283,Camden,NJ
08088,31032,Mount Holly,NJ,283,Camden,NJ
08089,31005,Camden,NJ,283,Camden,NJ
08090,31069,Woodbury,NJ,356,Philadelphia,PA
08091,31005,Camden,NJ,283,Camden,NJ
08092,31028,Manahawkin,NJ,283,Camden,NJ
08093,31069,Woodbury,NJ,356,Philadelphia,PA
08094,31058,Stratford,NJ,283,Camden,NJ
08095,31019,Hammonton,NJ,283,Camden,NJ
08096,31069,Woodbury,NJ,356,Philadelphia,PA
08097,31069,Woodbury,NJ,356,Philadelphia,PA
08098,31053,Salem,NJ,112,Wilmington,DE
08099,31005,Camden,NJ,283,Camden,NJ
08101,31005,Camden,NJ,283,Camden,NJ
08102,31005,Camden,NJ,283,Camden,NJ
08103,31005,Camden,NJ,283,Camden,NJ
08104,31005,Camden,NJ,283,Camden,NJ
08105,31005,Camden,NJ,283,Camden,NJ
08106,31005,Camden,NJ,283,Camden,NJ
08107,31005,Camden,NJ,283,Camden,NJ
08108,31005,Camden,NJ,283,Camden,NJ
08109,31005,Camden,NJ,283,Camden,NJ
08110,31005,Camden,NJ,283,Camden,NJ
08201,31001,Atlantic City,NJ,283,Camden,NJ
08202,31006,Cape May Court House,NJ,283,Camden,NJ
08203,31001,Atlantic City,NJ,283,Camden,NJ
08204,31006,Cape May Court House,NJ,283,Camden,NJ
08205,31001,Atlantic City,NJ,283,Camden,NJ
08210,31006,Cape May Court House,NJ,283,Camden,NJ
08212,31006,Cape May Court House,NJ,283,Camden,NJ
08213,31001,Atlantic City,NJ,283,Camden,NJ
08214,31006,Cape May Court House,NJ,283,Camden,NJ
08215,31001,Atlantic City,NJ,283,Camden,NJ
08217,31019,Hammonton,NJ,283,Camden,NJ
08218,31006,Cape May Court House,NJ,283,Camden,NJ
08219,31006,Cape May Court House,NJ,283,Camden,NJ
08220,31001,Atlantic City,NJ,283,Camden,NJ
08221,31055,Somers Point,NJ,283,Camden,NJ
08223,31055,Somers Point,NJ,283,Camden,NJ
08224,31028,Manahawkin,NJ,283,Camden,NJ
08225,31055,Somers Point,NJ,283,Camden,NJ
08226,31055,Somers Point,NJ,283,Camden,NJ
08230,31055,Somers Point,NJ,283,Camden,NJ
08231,31001,Atlantic City,NJ,283,Camden,NJ
08232,31001,Atlantic City,NJ,283,Camden,NJ
08234,31001,Atlantic City,NJ,283,Camden,NJ
08240,31001,Atlantic City,NJ,283,Camden,NJ
08241,31001,Atlantic City,NJ,283,Camden,NJ
08242,31006,Cape May Court House,NJ,283,Camden,NJ
08243,31006,Cape May Court House,NJ,283,Camden,NJ
08244,31055,Somers Point,NJ,283,Camden,NJ
08245,31006,Cape May Court House,NJ,283,Camden,NJ
08246,31055,Somers Point,NJ,283,Camden,NJ
08247,31006,Cape May Court House,NJ,283,Camden,NJ
08248,31055,Somers Point,NJ,283,Camden,NJ
08250,31006,Cape May Court House,NJ,283,Camden,NJ
08251,31006,Cape May Court House,NJ,283,Camden,NJ
08252,31006,Cape May Court House,NJ,283,Camden,NJ
08260,31006,Cape May Court House,NJ,283,Camden,NJ
08270,31006,Cape May Court House,NJ,283,Camden,NJ
08302,31004,Bridgeton,NJ,283,Camden,NJ
08310,31065,Vineland,NJ,283,Camden,NJ
08311,31004,Bridgeton,NJ,283,Camden,NJ
08312,31012,Elmer,NJ,283,Camden,NJ
08313,31004,Bridgeton,NJ,283,Camden,NJ
08314,31004,Bridgeton,NJ,283,Camden,NJ
08315,31004,Bridgeton,NJ,283,Camden,NJ
08316,31004,Bridgeton,NJ,283,Camden,NJ
08317,31065,Vineland,NJ,283,Camden,NJ
08318,31012,Elmer,NJ,283,Camden,NJ
08319,31065,Vineland,NJ,283,Camden,NJ
08320,31004,Bridgeton,NJ,283,Camden,NJ
08321,31004,Bridgeton,NJ,283,Camden,NJ
08322,31012,Elmer,NJ,283,Camden,NJ
08323,31004,Bridgeton,NJ,283,Camden,NJ
08324,31004,Bridgeton,NJ,283,Camden,NJ
08326,31065,Vineland,NJ,283,Camden,NJ
08327,31004,Bridgeton,NJ,283,Camden,NJ
08328,31012,Elmer,NJ,283,Camden,NJ
08329,31004,Bridgeton,NJ,283,Camden,NJ
08330,31001,Atlantic City,NJ,283,Camden,NJ
08332,31004,Bridgeton,NJ,283,Camden,NJ
08340,31065,Vineland,NJ,283,Camden,NJ
08341,31065,Vineland,NJ,283,Camden,NJ
08342,31001,Atlantic City,NJ,283,Camden,NJ
08343,31012,Elmer,NJ,283,Camden,NJ
08344,31012,Elmer,NJ,283,Camden,NJ
08345,31004,Bridgeton,NJ,283,Camden,NJ
08346,31065,Vineland,NJ,283,Camden,NJ
08347,31004,Bridgeton,NJ,283,Camden,NJ
08348,31004,Bridgeton,NJ,283,Camden,NJ
08349,31004,Bridgeton,NJ,283,Camden,NJ
08350,31065,Vineland,NJ,283,Camden,NJ
08352,31004,Bridgeton,NJ,283,Camden,NJ
08353,31004,Bridgeton,NJ,283,Camden,NJ
08360,31065,Vineland,NJ,283,Camden,NJ
08361,31065,Vineland,NJ,283,Camden,NJ
08362,31065,Vineland,NJ,283,Camden,NJ
08401,31001,Atlantic City,NJ,283,Camden,NJ
08402,31055,Somers Point,NJ,283,Camden,NJ
08403,31055,Somers Point,NJ,283,Camden,NJ
08404,31001,Atlantic City,NJ,283,Camden,NJ
08405,31001,Atlantic City,NJ,283,Camden,NJ
08406,31001,Atlantic City,NJ,283,Camden,NJ
08501,31063,Trenton,NJ,356,Philadelphia,PA
08502,31056,Somerville,NJ,288,New Brunswick,NJ
08504,31047,Princeton,NJ,288,New Brunswick,NJ
08505,31063,Trenton,NJ,356,Philadelphia,PA
08510,31015,Freehold,NJ,283,Camden,NJ
08511,31032,Mount Holly,NJ,283,Camden,NJ
08512,31047,Princeton,NJ,288,New Brunswick,NJ
08514,31015,Freehold,NJ,283,Camden,NJ
08515,31032,Mount Holly,NJ,283,Camden,NJ
08518,31068,Willingboro,NJ,283,Camden,NJ
08520,31047,Princeton,NJ,288,New Brunswick,NJ
08525,31047,Princeton,NJ,288,New Brunswick,NJ
08526,31015,Freehold,NJ,283,Camden,NJ
08527,31025,Lakewood,NJ,283,Camden,NJ
08528,31047,Princeton,NJ,288,New Brunswick,NJ
08530,31014,Flemington,NJ,356,Philadelphia,PA
08533,31015,Freehold,NJ,283,Camden,NJ
08534,31063,Trenton,NJ,356,Philadelphia,PA
08535,31015,Freehold,NJ,283,Camden,NJ
08536,31047,Princeton,NJ,288,New Brunswick,NJ
08540,31047,Princeton,NJ,288,New Brunswick,NJ
08541,31047,Princeton,NJ,288,New Brunswick,NJ
08542,31047,Princeton,NJ,288,New Brunswick,NJ
08543,31047,Princeton,NJ,288,New Brunswick,NJ
08544,31047,Princeton,NJ,288,New Brunswick,NJ
08550,31047,Princeton,NJ,288,New Brunswick,NJ
08551,31014,Flemington,NJ,356,Philadelphia,PA
08553,31047,Princeton,NJ,288,New Brunswick,NJ
08554,31068,Willingboro,NJ,283,Camden,NJ
08555,31015,Freehold,NJ,283,Camden,NJ
08556,31014,Flemington,NJ,356,Philadelphia,PA
08557,31014,Flemington,NJ,356,Philadelphia,PA
08558,31047,Princeton,NJ,288,New Brunswick,NJ
08559,31014,Flemington,NJ,356,Philadelphia,PA
08560,31063,Trenton,NJ,356,Philadelphia,PA
08561,31063,Trenton,NJ,356,Philadelphia,PA
08562,31032,Mount Holly,NJ,283,Camden,NJ
08601,31063,Trenton,NJ,356,Philadelphia,PA
08602,31063,Trenton,NJ,356,Philadelphia,PA
08603,31063,Trenton,NJ,356,Philadelphia,PA
08604,31063,Trenton,NJ,356,Philadelphia,PA
08605,31063,Trenton,NJ,356,Philadelphia,PA
08606,31063,Trenton,NJ,356,Philadelphia,PA
08607,31063,Trenton,NJ,356,Philadelphia,PA
08608,31063,Trenton,NJ,356,Philadelphia,PA
08609,31063,Trenton,NJ,356,Philadelphia,PA
08610,31063,Trenton,NJ,356,Philadelphia,PA
08611,31063,Trenton,NJ,356,Philadelphia,PA
08618,31063,Trenton,NJ,356,Philadelphia,PA
08619,31063,Trenton,NJ,356,Philadelphia,PA
08620,31063,Trenton,NJ,356,Philadelphia,PA
08625,31063,Trenton,NJ,356,Philadelphia,PA
08628,31063,Trenton,NJ,356,Philadelphia,PA
08629,31063,Trenton,NJ,356,Philadelphia,PA
08638,31063,Trenton,NJ,356,Philadelphia,PA
08640,31032,Mount Holly,NJ,283,Camden,NJ
08641,31032,Mount Holly,NJ,283,Camden,NJ
08645,31063,Trenton,NJ,356,Philadelphia,PA
08646,31063,Trenton,NJ,356,Philadelphia,PA
08647,31063,Trenton,NJ,356,Philadelphia,PA
08648,31063,Trenton,NJ,356,Philadelphia,PA
08650,31063,Trenton,NJ,356,Philadelphia,PA
08666,31063,Trenton,NJ,356,Philadelphia,PA
08690,31063,Trenton,NJ,356,Philadelphia,PA
08691,31063,Trenton,NJ,356,Philadelphia,PA
08695,31063,Trenton,NJ,356,Philadelphia,PA
08701,31025,Lakewood,NJ,283,Camden,NJ
08720,31025,Lakewood,NJ,283,Camden,NJ
08721,31062,Toms River,NJ,283,Camden,NJ
08722,31062,Toms River,NJ,283,Camden,NJ
08723,31045,Point Pleasant,NJ,283,Camden,NJ
08724,31045,Point Pleasant,NJ,283,Camden,NJ
08730,31045,Point Pleasant,NJ,283,Camden,NJ
08731,31062,Toms River,NJ,283,Camden,NJ
08732,31062,Toms River,NJ,283,Camden,NJ
08733,31025,Lakewood,NJ,283,Camden,NJ
08734,31062,Toms River,NJ,283,Camden,NJ
08735,31045,Point Pleasant,NJ,283,Camden,NJ
08736,31045,Point Pleasant,NJ,283,Camden,NJ
08738,31045,Point Pleasant,NJ,283,Camden,NJ
08739,31045,Point Pleasant,NJ,283,Camden,NJ
08740,31062,Toms River,NJ,283,Camden,NJ
08741,31062,Toms River,NJ,283,Camden,NJ
08742,31045,Point Pleasant,NJ,283,Camden,NJ
08750,31033,Neptune,NJ,283,Camden,NJ
08751,31062,Toms River,NJ,283,Camden,NJ
08752,31062,Toms River,NJ,283,Camden,NJ
08753,31062,Toms River,NJ,283,Camden,NJ
08754,31062,Toms River,NJ,283,Camden,NJ
08755,31062,Toms River,NJ,283,Camden,NJ
08756,31062,Toms River,NJ,283,Camden,NJ
08757,31062,Toms River,NJ,283,Camden,NJ
08758,31028,Manahawkin,NJ,283,Camden,NJ
08759,31062,Toms River,NJ,283,Camden,NJ
08801,31014,Flemington,NJ,356,Philadelphia,PA
08802,31043,Phillipsburg,NJ,346,Allentown,PA
08803,31014,Flemington,NJ,356,Philadelphia,PA
08804,31043,Phillipsburg,NJ,346,Allentown,PA
08805,31056,Somerville,NJ,288,New Brunswick,NJ
08807,31056,Somerville,NJ,288,New Brunswick,NJ
08808,31043,Phillipsburg,NJ,346,Allentown,PA
08809,31014,Flemington,NJ,356,Philadelphia,PA
08810,31047,Princeton,NJ,288,New Brunswick,NJ
08812,31044,Plainfield,NJ,285,Morristown,NJ
08816,31034,New Brunswick,NJ,288,New Brunswick,NJ
08817,31010,Edison,NJ,288,New Brunswick,NJ
08818,31010,Edison,NJ,288,New Brunswick,NJ
08820,31010,Edison,NJ,288,New Brunswick,NJ
08821,31031,Morristown,NJ,285,Morristown,NJ
08822,31014,Flemington,NJ,356,Philadelphia,PA
08823,31047,Princeton,NJ,288,New Brunswick,NJ
08824,31047,Princeton,NJ,288,New Brunswick,NJ
08825,31014,Flemington,NJ,356,Philadelphia,PA
08826,31014,Flemington,NJ,356,Philadelphia,PA
08827,31014,Flemington,NJ,356,Philadelphia,PA
08828,31034,New Brunswick,NJ,288,New Brunswick,NJ
08829,31014,Flemington,NJ,356,Philadelphia,PA
08830,31010,Edison,NJ,288,New Brunswick,NJ
08831,31047,Princeton,NJ,288,New Brunswick,NJ
08832,31042,Perth Amboy,NJ,288,New Brunswick,NJ
08833,31014,Flemington,NJ,356,Philadelphia,PA
08834,31043,Phillipsburg,NJ,346,Allentown,PA
08835,31056,Somerville,NJ,288,New Brunswick,NJ
08836,31056,Somerville,NJ,288,New Brunswick,NJ
08837,31010,Edison,NJ,288,New Brunswick,NJ
08840,31010,Edison,NJ,288,New Brunswick,NJ
08844,31056,Somerville,NJ,288,New Brunswick,NJ
08846,31056,Somerville,NJ,288,New Brunswick,NJ
08848,31043,Phillipsburg,NJ,346,Allentown,PA
08850,31034,New Brunswick,NJ,288,New Brunswick,NJ
